m,TagName,
"2016-11-01 00:00:00","java","15644"
"2016-11-01 00:00:00","javascript","20500"
"2016-11-01 00:00:00","perl","372"
"2016-11-01 00:00:00","php","11916"
"2016-11-01 00:00:00","python","14169"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4363"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10679"
"2016-12-01 00:00:00","c++","5220"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13832"
"2016-12-01 00:00:00","javascript","19781"
"2016-12-01 00:00:00","perl","337"
"2016-12-01 00:00:00","php","11457"
"2016-12-01 00:00:00","python","13036"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3926"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2755"
"2017-01-01 00:00:00","c#","11686"
"2017-01-01 00:00:00","c++","5647"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14543"
"2017-01-01 00:00:00","javascript","21377"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12583"
"2017-01-01 00:00:00","python","14258"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4331"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11481"
"2017-02-01 00:00:00","c++","5163"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14549"
"2017-02-01 00:00:00","javascript","21169"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12460"
"2017-02-01 00:00:00","python","14762"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1624"
"2017-02-01 00:00:00","swift","4053"
"2017-03-01 00:00:00","assembly","372"
"2017-03-01 00:00:00","c","2966"
"2017-03-01 00:00:00","c#","12976"
"2017-03-01 00:00:00","c++","6215"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17291"
"2017-03-01 00:00:00","javascript","23683"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","14015"
"2017-03-01 00:00:00","python","17115"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4611"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11080"
"2017-04-01 00:00:00","c++","5870"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15914"
"2017-04-01 00:00:00","javascript","21216"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12375"
"2017-04-01 00:00:00","python","15637"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3907"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11967"
"2017-05-01 00:00:00","c++","5295"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16320"
"2017-05-01 00:00:00","javascript","22373"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13004"
"2017-05-01 00:00:00","python","16176"
"2017-05-01 00:00:00","r","4312"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4091"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2350"
"2017-06-01 00:00:00","c#","11293"
"2017-06-01 00:00:00","c++","4678"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14605"
"2017-06-01 00:00:00","javascript","21558"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11714"
"2017-06-01 00:00:00","python","15996"
"2017-06-01 00:00:00","r","4446"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4193"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2042"
"2017-07-01 00:00:00","c#","11193"
"2017-07-01 00:00:00","c++","5016"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14111"
"2017-07-01 00:00:00","javascript","21592"
"2017-07-01 00:00:00","perl","324"
"2017-07-01 00:00:00","php","11734"
"2017-07-01 00:00:00","python","16908"
"2017-07-01 00:00:00","r","4578"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","c#","10942"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","java","13741"
"2017-08-01 00:00:00","javascript","21317"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11606"
"2017-08-01 00:00:00","python","16463"
"2017-08-01 00:00:00","r","4567"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4176"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9860"
"2017-09-01 00:00:00","c++","4464"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12736"
"2017-09-01 00:00:00","javascript","18969"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10659"
"2017-09-01 00:00:00","python","15436"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3759"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2773"
"2017-10-01 00:00:00","c#","10220"
"2017-10-01 00:00:00","c++","5214"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13988"
"2017-10-01 00:00:00","javascript","19840"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10796"
"2017-10-01 00:00:00","python","16929"
"2017-10-01 00:00:00","r","4542"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3893"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9779"
"2017-11-01 00:00:00","c++","5031"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14159"
"2017-11-01 00:00:00","javascript","19387"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10568"
"2017-11-01 00:00:00","python","16958"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1175"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2193"
"2017-12-01 00:00:00","c#","8591"
"2017-12-01 00:00:00","c++","4452"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","524"
"2017-12-01 00:00:00","java","11965"
"2017-12-01 00:00:00","javascript","16944"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9097"
"2017-12-01 00:00:00","python","14928"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2213"
"2018-01-01 00:00:00","c#","9360"
"2018-01-01 00:00:00","c++","4749"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12330"
"2018-01-01 00:00:00","javascript","18877"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10078"
"2018-01-01 00:00:00","python","16226"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3739"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2141"
"2018-02-01 00:00:00","c#","8569"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12012"
"2018-02-01 00:00:00","javascript","17208"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9093"
"2018-02-01 00:00:00","python","16288"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3402"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","c#","9779"
"2018-03-01 00:00:00","c++","5176"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13544"
"2018-03-01 00:00:00","javascript","19131"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9800"
"2018-03-01 00:00:00","python","17885"
"2018-03-01 00:00:00","r","5105"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","swift","4045"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9229"
"2018-04-01 00:00:00","c++","4659"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13468"
"2018-04-01 00:00:00","javascript","17943"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8913"
"2018-04-01 00:00:00","python","16964"
"2018-04-01 00:00:00","r","4726"
"2018-04-01 00:00:00","ruby","987"
"2018-04-01 00:00:00","swift","3567"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2364"
"2018-05-01 00:00:00","c#","9917"
"2018-05-01 00:00:00","c++","4681"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13449"
"2018-05-01 00:00:00","javascript","18048"
"2018-05-01 00:00:00","perl","241"
"2018-05-01 00:00:00","php","9425"
"2018-05-01 00:00:00","python","17554"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3615"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1833"
"2018-06-01 00:00:00","c#","8783"
"2018-06-01 00:00:00","c++","4093"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11774"
"2018-06-01 00:00:00","javascript","17163"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8398"
"2018-06-01 00:00:00","python","16794"
"2018-06-01 00:00:00","r","4483"
"2018-06-01 00:00:00","ruby","990"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1599"
"2018-07-01 00:00:00","c#","9393"
"2018-07-01 00:00:00","c++","3910"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","691"
"2018-07-01 00:00:00","java","11737"
"2018-07-01 00:00:00","javascript","17791"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8522"
"2018-07-01 00:00:00","python","17921"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1678"
"2018-08-01 00:00:00","c#","9474"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","705"
"2018-08-01 00:00:00","java","11289"
"2018-08-01 00:00:00","javascript","17836"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8450"
"2018-08-01 00:00:00","python","17714"
"2018-08-01 00:00:00","r","4101"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3564"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1834"
"2018-09-01 00:00:00","c#","8349"
"2018-09-01 00:00:00","c++","3736"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","672"
"2018-09-01 00:00:00","java","10706"
"2018-09-01 00:00:00","javascript","15985"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7631"
"2018-09-01 00:00:00","python","15995"
"2018-09-01 00:00:00","r","3751"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3136"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2445"
"2018-10-01 00:00:00","c#","9327"
"2018-10-01 00:00:00","c++","4302"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12480"
"2018-10-01 00:00:00","javascript","17393"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8131"
"2018-10-01 00:00:00","python","18125"
"2018-10-01 00:00:00","r","4355"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3264"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2519"
"2018-11-01 00:00:00","c#","8461"
"2018-11-01 00:00:00","c++","4337"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11679"
"2018-11-01 00:00:00","javascript","16158"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7053"
"2018-11-01 00:00:00","python","17993"
"2018-11-01 00:00:00","r","4224"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2189"
"2018-12-01 00:00:00","c#","7534"
"2018-12-01 00:00:00","c++","3553"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10423"
"2018-12-01 00:00:00","javascript","14251"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6181"
"2018-12-01 00:00:00","python","15700"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2780"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2278"
"2019-01-01 00:00:00","c#","8732"
"2019-01-01 00:00:00","c++","3902"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11005"
"2019-01-01 00:00:00","javascript","16002"
"2019-01-01 00:00:00","perl","264"
"2019-01-01 00:00:00","php","7147"
"2019-01-01 00:00:00","python","16916"
"2019-01-01 00:00:00","r","3942"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2903"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8337"
"2019-02-01 00:00:00","c++","3723"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10975"
"2019-02-01 00:00:00","javascript","15664"
"2019-02-01 00:00:00","perl","251"
"2019-02-01 00:00:00","php","7244"
"2019-02-01 00:00:00","python","17500"
"2019-02-01 00:00:00","r","4246"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2678"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2378"
"2019-03-01 00:00:00","c#","8943"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12013"
"2019-03-01 00:00:00","javascript","17301"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7752"
"2019-03-01 00:00:00","python","19865"
"2019-03-01 00:00:00","r","4488"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2944"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2427"
"2019-04-01 00:00:00","c#","9099"
"2019-04-01 00:00:00","c++","4370"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11143"
"2019-04-01 00:00:00","javascript","16140"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7131"
"2019-04-01 00:00:00","python","19799"
"2019-04-01 00:00:00","r","4594"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3069"
"2019-05-01 00:00:00","assembly","235"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9004"
"2019-05-01 00:00:00","c++","4119"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11073"
"2019-05-01 00:00:00","javascript","16116"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6919"
"2019-05-01 00:00:00","python","18875"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1725"
"2019-06-01 00:00:00","c#","7592"
"2019-06-01 00:00:00","c++","3636"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9618"
"2019-06-01 00:00:00","javascript","14781"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5981"
"2019-06-01 00:00:00","python","17202"
"2019-06-01 00:00:00","r","3943"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1753"
"2019-07-01 00:00:00","c#","8431"
"2019-07-01 00:00:00","c++","4265"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","626"
"2019-07-01 00:00:00","java","10813"
"2019-07-01 00:00:00","javascript","16126"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6631"
"2019-07-01 00:00:00","python","19725"
"2019-07-01 00:00:00","r","4197"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3033"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1547"
"2019-08-01 00:00:00","c#","7694"
"2019-08-01 00:00:00","c++","3284"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9067"
"2019-08-01 00:00:00","javascript","15181"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5782"
"2019-08-01 00:00:00","python","18002"
"2019-08-01 00:00:00","r","3949"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2537"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2001"
"2019-09-01 00:00:00","c#","7833"
"2019-09-01 00:00:00","c++","3776"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9647"
"2019-09-01 00:00:00","javascript","14853"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5539"
"2019-09-01 00:00:00","python","16849"
"2019-09-01 00:00:00","r","3935"
"2019-09-01 00:00:00","ruby","716"
"2019-09-01 00:00:00","swift","2549"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2474"
"2019-10-01 00:00:00","c#","8395"
"2019-10-01 00:00:00","c++","4830"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","633"
"2019-10-01 00:00:00","java","11182"
"2019-10-01 00:00:00","javascript","15954"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6027"
"2019-10-01 00:00:00","python","20423"
"2019-10-01 00:00:00","r","4381"
"2019-10-01 00:00:00","ruby","849"
"2019-10-01 00:00:00","swift","3094"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2505"
"2019-11-01 00:00:00","c#","8013"
"2019-11-01 00:00:00","c++","4721"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10297"
"2019-11-01 00:00:00","javascript","15731"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6061"
"2019-11-01 00:00:00","python","20559"
"2019-11-01 00:00:00","r","4282"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2870"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2141"
"2019-12-01 00:00:00","c#","7193"
"2019-12-01 00:00:00","c++","4192"
"2019-12-01 00:00:00","delphi","127"
"2019-12-01 00:00:00","go","615"
"2019-12-01 00:00:00","java","9003"
"2019-12-01 00:00:00","javascript","14289"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5201"
"2019-12-01 00:00:00","python","18087"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2656"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7789"
"2020-01-01 00:00:00","c++","4221"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9930"
"2020-01-01 00:00:00","javascript","15989"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5873"
"2020-01-01 00:00:00","python","19945"
"2020-01-01 00:00:00","r","4144"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2895"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1976"
"2020-02-01 00:00:00","c#","7704"
"2020-02-01 00:00:00","c++","4076"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","661"
"2020-02-01 00:00:00","java","10023"
"2020-02-01 00:00:00","javascript","15718"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5651"
"2020-02-01 00:00:00","python","20007"
"2020-02-01 00:00:00","r","4671"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2756"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2478"
"2020-03-01 00:00:00","c#","7778"
"2020-03-01 00:00:00","c++","4638"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11039"
"2020-03-01 00:00:00","javascript","17535"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5645"
"2020-03-01 00:00:00","python","22646"
"2020-03-01 00:00:00","r","5119"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3249"
"2020-04-01 00:00:00","c#","8566"
"2020-04-01 00:00:00","c++","6209"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12594"
"2020-04-01 00:00:00","javascript","20863"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6602"
"2020-04-01 00:00:00","python","27586"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3444"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3369"
"2020-05-01 00:00:00","c#","8579"
"2020-05-01 00:00:00","c++","6394"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","11997"
"2020-05-01 00:00:00","javascript","21452"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6497"
"2020-05-01 00:00:00","python","29402"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2586"
"2020-06-01 00:00:00","c#","7893"
"2020-06-01 00:00:00","c++","5617"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10805"
"2020-06-01 00:00:00","javascript","19788"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5914"
"2020-06-01 00:00:00","python","27087"
"2020-06-01 00:00:00","r","5432"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3156"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2094"
"2020-07-01 00:00:00","c#","7803"
"2020-07-01 00:00:00","c++","5160"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10432"
"2020-07-01 00:00:00","javascript","19856"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5919"
"2020-07-01 00:00:00","python","26255"
"2020-07-01 00:00:00","r","4937"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2985"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1891"
"2020-08-01 00:00:00","c#","7052"
"2020-08-01 00:00:00","c++","4772"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9298"
"2020-08-01 00:00:00","javascript","18017"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4966"
"2020-08-01 00:00:00","python","23021"
"2020-08-01 00:00:00","r","4494"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2676"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2151"
"2020-09-01 00:00:00","c#","6443"
"2020-09-01 00:00:00","c++","3920"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8929"
"2020-09-01 00:00:00","javascript","16760"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4767"
"2020-09-01 00:00:00","python","21726"
"2020-09-01 00:00:00","r","4753"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2556"
"2020-10-01 00:00:00","assembly","342"
"2020-10-01 00:00:00","c","2365"
"2020-10-01 00:00:00","c#","6184"
"2020-10-01 00:00:00","c++","4320"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8925"
"2020-10-01 00:00:00","javascript","16408"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4577"
"2020-10-01 00:00:00","python","22774"
"2020-10-01 00:00:00","r","5067"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2320"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2694"
"2020-11-01 00:00:00","c#","5973"
"2020-11-01 00:00:00","c++","4316"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","526"
"2020-11-01 00:00:00","java","8470"
"2020-11-01 00:00:00","javascript","15507"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4606"
"2020-11-01 00:00:00","python","22154"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2161"
"2020-12-01 00:00:00","assembly","299"
